total_timesteps,policy_entropy,nupdates,fps,value_loss,explained_variance
8252000,2.446376085281372,412600,710,0.011995607055723667,0.9648383595049381
8254000,2.3585917949676514,412700,710,0.03386393561959267,0.8036804795265198
8256000,2.4620800018310547,412800,710,0.03088865615427494,0.3290734887123108
8258000,2.475564479827881,412900,710,0.02153504081070423,0.614101231098175
8260000,2.1429104804992676,413000,710,0.09245210140943527,0.9242150112986565
8262000,2.4679248332977295,413100,710,0.004595945589244366,0.9491635039448738
8264000,2.1194498538970947,413200,710,0.044338129460811615,0.988903334364295
8266000,2.0834317207336426,413300,710,0.03674136847257614,0.9792119562625885
8268000,2.4660773277282715,413400,710,0.00208443496376276,0.9965094961225986
8270000,2.263352870941162,413500,710,0.010887129232287407,0.9824249930679798
8272000,2.475794553756714,413600,710,0.009064501151442528,0.9810724779963493
8274000,2.4538447856903076,413700,710,0.007747056428343058,0.9814459141343832
8276000,2.1139814853668213,413800,710,0.016378583386540413,0.9922036551870406
8278000,2.4635090827941895,413900,710,0.011657651513814926,0.9691614434123039
8280000,2.0448157787323,414000,710,0.10915391147136688,0.9560477174818516
8282000,2.451204776763916,414100,710,0.05900239199399948,0.4817715287208557
8284000,2.4568772315979004,414200,710,0.029998376965522766,0.8468214571475983
8286000,2.415215253829956,414300,710,0.07283137738704681,0.8881948366761208
8288000,2.3993096351623535,414400,710,0.009653082117438316,0.9886722005903721
8290000,2.3842782974243164,414500,710,0.025108546018600464,0.9081769660115242
8292000,2.435164213180542,414600,710,0.04853705316781998,0.4683544635772705
8294000,2.4366726875305176,414700,710,0.016141345724463463,0.9194855242967606
8296000,2.397324800491333,414800,710,0.012386337853968143,0.9836166799068451
8298000,2.43139386177063,414900,710,0.026761312037706375,0.9314810037612915
8300000,2.4847633838653564,415000,710,0.0009122506598941982,0.9334346354007721
8302000,2.425818920135498,415100,710,0.04122466593980789,0.5052181780338287
8304000,2.47416353225708,415200,710,0.014033873565495014,0.9729430601000786
8306000,2.4780757427215576,415300,710,0.0006682170205749571,0.9926886055618525
8308000,2.4751734733581543,415400,710,0.04330960661172867,0.9160344526171684
8310000,2.4682490825653076,415500,710,0.01647832989692688,0.22650694847106934
8312000,2.465236186981201,415600,710,0.007517182268202305,0.9091562628746033
8314000,2.460695266723633,415700,710,0.05741284042596817,0.9340417310595512
8316000,2.4441721439361572,415800,710,0.030038803815841675,0.6980640292167664
8318000,2.466566562652588,415900,710,0.019270187243819237,0.6958537399768829
8320000,2.341057300567627,416000,710,0.018096739426255226,0.9792202971875668
8322000,2.3711159229278564,416100,710,0.01053178496658802,0.9788987040519714
8324000,2.4618725776672363,416200,710,0.17342789471149445,0.6455340683460236
8326000,2.4762611389160156,416300,710,0.0006186029640957713,0.9449950829148293
8328000,2.1179797649383545,416400,710,0.035362377762794495,0.979325920343399
8330000,2.45357608795166,416500,710,0.023927241563796997,0.8049260675907135
8332000,2.1751325130462646,416600,710,0.0052085393108427525,0.9975296894554049
8334000,2.320356607437134,416700,710,0.09621076285839081,0.9353700429201126
8336000,2.471665620803833,416800,710,0.0007476832834072411,0.9968645318876952
8338000,2.1924519538879395,416900,710,0.018270576372742653,0.9828057680279016
8340000,2.440575122833252,417000,710,0.04323071986436844,0.3684660792350769
8342000,2.380215644836426,417100,710,0.01332490611821413,0.954459473490715
8344000,2.4514076709747314,417200,710,0.0015023131854832172,0.9967334000393748
8346000,2.4469146728515625,417300,710,0.7260979413986206,-0.6123692989349365
8348000,2.463980197906494,417400,710,0.004833760671317577,0.991977964527905
8350000,2.4071240425109863,417500,710,0.030276164412498474,0.8329964131116867
8352000,2.4323723316192627,417600,710,0.03827497363090515,0.9213617295026779
8354000,2.4472641944885254,417700,710,0.04023288935422897,0.8718926757574081
8356000,2.423644542694092,417800,710,0.10512256622314453,0.7576692253351212
8358000,2.2921738624572754,417900,710,0.16012240946292877,0.6401962041854858
8360000,2.4587225914001465,418000,710,0.0027664885856211185,0.9611707292497158
8362000,2.4827051162719727,418100,710,0.0006877319538034499,0.9884814340621233
8364000,2.387432098388672,418200,710,0.009740127250552177,0.938365314155817
8366000,2.473862648010254,418300,710,0.0038770181126892567,0.9621358513832092
8368000,2.204598903656006,418400,710,0.05131419375538826,0.9829658437520266
8370000,2.3498005867004395,418500,710,0.13184259831905365,0.8904286772012711
8372000,2.3142263889312744,418600,710,0.004381205420941114,0.991014851257205
8374000,2.458134174346924,418700,710,0.05196763947606087,0.701791375875473
8376000,2.459003210067749,418800,710,0.027072662487626076,0.8771750628948212
8378000,2.473715305328369,418900,710,0.005521643441170454,0.9720090981572866
8380000,2.1390328407287598,419000,710,0.07008953392505646,0.979209553450346
8382000,2.467113971710205,419100,710,0.007924532517790794,0.8901748433709145
8384000,2.4711315631866455,419200,710,0.004418198950588703,0.9899763418361545
8386000,2.420745372772217,419300,710,0.2235889881849289,0.5728158950805664
8388000,2.477877140045166,419400,710,0.11436836421489716,0.06316322088241577
8390000,2.4764914512634277,419500,710,0.5073128938674927,-0.10311353206634521
8392000,2.4906740188598633,419600,710,0.014062315225601196,0.9194281920790672
8394000,2.4665355682373047,419700,710,0.00631260871887207,0.9519681893289089
8396000,2.091435194015503,419800,710,0.13308218121528625,0.9599436521530151
8398000,2.458479642868042,419900,710,0.016262825578451157,0.9731794130057096
8400000,2.3561339378356934,420000,710,0.02128608152270317,0.6817133128643036
8402000,2.482673406600952,420100,710,0.007171747274696827,0.9551942944526672
8404000,2.462754011154175,420200,710,0.005508173257112503,0.9895614152774215
8406000,2.162222146987915,420300,710,0.014393365010619164,0.9914347790181637
8408000,2.47957181930542,420400,710,1.1589030027389526,-0.058416008949279785
8410000,2.2409958839416504,420500,710,0.0177951417863369,0.9570602960884571
8412000,2.3761470317840576,420600,710,0.0792461484670639,0.8161867558956146
8414000,2.4723687171936035,420700,710,0.001792761730030179,0.9696588106453419
8416000,2.3293168544769287,420800,710,0.2823812961578369,0.7933598607778549
8418000,2.48156476020813,420900,710,0.024383042007684708,-1.321732759475708
8420000,2.4783904552459717,421000,710,0.12265844643115997,0.034916698932647705
8422000,2.4037814140319824,421100,710,0.08712683618068695,0.8660892695188522
8424000,2.490886688232422,421200,710,0.00046892015961930156,0.9708219300955534
8426000,2.46443510055542,421300,710,0.1704992800951004,0.49686235189437866
8428000,2.144568681716919,421400,710,0.04749336838722229,0.8375630527734756
8430000,2.4658396244049072,421500,710,0.03137938305735588,0.3873443603515625
8432000,2.1849422454833984,421600,710,0.01577494665980339,0.9816822037100792
8434000,2.441737413406372,421700,710,0.016065459698438644,0.968583270907402
8436000,2.2917380332946777,421800,710,0.14372241497039795,0.7665658444166183
8438000,2.220179557800293,421900,710,0.05831766873598099,0.9521775357425213
8440000,2.388671398162842,422000,710,0.04596693813800812,0.9023047089576721
8442000,2.445587158203125,422100,710,0.004311597906053066,0.8853364139795303
8444000,2.44677996635437,422200,710,0.02974606677889824,0.8218037784099579
8446000,2.377180576324463,422300,710,0.05428062006831169,0.9782993532717228
8448000,2.3482346534729004,422400,710,0.09173552691936493,0.9119833931326866
8450000,2.170917510986328,422500,710,0.07015660405158997,0.9687212109565735
8452000,2.435903549194336,422600,710,0.0928892269730568,0.8388916254043579
8454000,2.332535743713379,422700,710,0.017527567222714424,0.9866773309186101
8456000,2.2638118267059326,422800,710,0.02514484152197838,0.9724971707910299
8458000,2.455312490463257,422900,710,0.0022022738121449947,0.9827926158905029
8460000,2.149221420288086,423000,710,0.043581195175647736,0.9732069112360477
8462000,2.377220392227173,423100,710,0.12000735104084015,0.7528724819421768
8464000,2.4462599754333496,423200,710,0.2283450812101364,0.49695974588394165
8466000,2.3381481170654297,423300,710,0.03037923015654087,0.9761783368885517
8468000,2.0562682151794434,423400,710,0.07663406431674957,0.9558867663145065
8470000,2.4332244396209717,423500,710,0.005693358834832907,0.8752003759145737
8472000,2.4255199432373047,423600,710,0.0018612671410664916,0.913981132209301
8474000,2.449164390563965,423700,710,0.0030232653953135014,0.9783868826925755
8476000,2.4482855796813965,423800,710,0.04970412701368332,0.6869036853313446
8478000,2.43880033493042,423900,710,0.002415413735434413,0.8838314414024353
8480000,2.1701180934906006,424000,710,0.04685378819704056,0.9250868484377861
8482000,2.4360249042510986,424100,710,0.005232741124927998,0.9905230421572924
8484000,2.235750675201416,424200,710,0.08744300901889801,0.8269863128662109
8486000,2.0033905506134033,424300,710,0.06492839008569717,0.9666377641260624
8488000,2.092182159423828,424400,710,0.008469533175230026,0.994956414680928
8490000,2.383309841156006,424500,710,0.004308028612285852,0.9959431476891041
8492000,2.4661965370178223,424600,710,0.001262943958863616,0.988722219131887
8494000,2.3950533866882324,424700,710,0.024839604273438454,0.9840263742953539
8496000,2.4743378162384033,424800,710,0.03533133864402771,0.5564987361431122
8498000,2.46061372756958,424900,710,0.004355444107204676,0.9621003270149231
8500000,2.4518113136291504,425000,710,0.029352670535445213,0.4288496971130371
8502000,2.195850372314453,425100,710,0.004876382183283567,0.9981674124719575
8504000,2.4498724937438965,425200,710,0.02414710260927677,0.9310622215270996
8506000,2.46282696723938,425300,710,0.02791859768331051,0.8844548091292381
8508000,2.4753472805023193,425400,710,0.05899543687701225,0.4005011320114136
8510000,2.1389498710632324,425500,710,0.15569186210632324,0.8896315917372704
8512000,2.3970394134521484,425600,710,0.0030462373979389668,0.9910774193704128
8514000,2.408125400543213,425700,710,0.04285559803247452,0.9178609400987625
8516000,2.2308952808380127,425800,710,0.08059056103229523,0.9392841942608356
8518000,2.108243942260742,425900,710,0.010697280056774616,0.9963513978291303
8520000,2.43253231048584,426000,710,0.5164560079574585,0.6400396227836609
8522000,2.4681973457336426,426100,710,0.0009238617494702339,0.017031848430633545
8524000,2.4755606651306152,426200,710,0.05590205639600754,0.8152580112218857
8526000,2.4639029502868652,426300,710,0.014688169583678246,0.9515839144587517
8528000,2.452449321746826,426400,710,0.02806451916694641,0.8807987347245216
8530000,2.457772731781006,426500,710,0.18731358647346497,0.3717169761657715
8532000,2.4634671211242676,426600,710,0.022087864577770233,-0.7564082145690918
8534000,2.3699679374694824,426700,710,0.004815219901502132,0.9564670622348785
8536000,2.449267625808716,426800,710,0.0056814937852323055,0.9859528858214617
8538000,2.315250873565674,426900,710,0.02162233367562294,0.9649349898099899
8540000,2.336930990219116,427000,710,0.011334859766066074,0.9619850069284439
8542000,2.4458470344543457,427100,710,0.0013054640730842948,0.9967265587765723
8544000,2.3392815589904785,427200,710,0.014837555587291718,0.9857232216745615
8546000,2.447267770767212,427300,710,0.0032883144449442625,0.9914437048137188
8548000,2.4483695030212402,427400,710,0.09611709415912628,0.8514251708984375
8550000,2.46528697013855,427500,710,0.006057704798877239,0.9795391112565994
8552000,2.4338085651397705,427600,710,1.5553903579711914,-1.1198596954345703
8554000,2.4276859760284424,427700,710,0.005012051668018103,0.9876031065359712
8556000,2.4784820079803467,427800,710,0.005858330987393856,0.9762447848916054
8558000,2.348590612411499,427900,710,0.1821053922176361,0.8145507574081421
8560000,2.4422717094421387,428000,710,0.0020001321099698544,0.99563611112535
8562000,2.4615705013275146,428100,710,0.002958732657134533,0.998480450711213
8564000,2.493070602416992,428200,710,0.0005751842400059104,0.9933239724487066
8566000,2.4604439735412598,428300,710,0.02181360498070717,0.9710525274276733
8568000,2.4365108013153076,428400,710,0.016787497326731682,0.9894895823672414
8570000,2.4303243160247803,428500,710,0.02174587920308113,0.9521461687982082
8572000,2.1315226554870605,428600,710,0.06082994490861893,0.9591768346726894
8574000,2.45853853225708,428700,710,0.0021169951651245356,0.9918768145143986
8576000,2.462881088256836,428800,710,0.005048324353992939,0.9289370849728584
8578000,2.3731846809387207,428900,710,0.22770385444164276,0.774191215634346
8580000,2.4517242908477783,429000,710,0.0015462618321180344,0.9857349200174212
8582000,2.46830153465271,429100,710,0.03480103239417076,0.3246743679046631
8584000,2.4540393352508545,429200,710,0.19676853716373444,0.6354683935642242
8586000,2.431957721710205,429300,710,0.009352685883641243,0.9509780444204807
8588000,2.452850818634033,429400,710,1.1503313779830933,-0.2665083408355713
8590000,2.303001880645752,429500,710,0.677609920501709,0.48041701316833496
8592000,2.335040330886841,429600,710,0.11868323385715485,0.9266955479979515
8594000,2.4448773860931396,429700,710,0.0033457682002335787,0.9468494802713394
8596000,2.3346590995788574,429800,710,0.07877526432275772,0.8638179749250412
8598000,2.411038398742676,429900,710,0.0037526185624301434,0.9949197708629072
8600000,2.1534018516540527,430000,710,0.19300895929336548,0.8286656439304352
8602000,2.1750504970550537,430100,710,0.09814435243606567,0.9355236887931824
8604000,2.4526219367980957,430200,711,0.0011752196587622166,0.9872156549245119
8606000,2.172344923019409,430300,711,0.02304682508111,0.9716907665133476
8608000,2.4643216133117676,430400,711,0.02232055924832821,0.7715649455785751
8610000,2.4637691974639893,430500,711,0.008148216642439365,0.9335592538118362
8612000,2.471390724182129,430600,711,0.0004956051707267761,0.8281585425138474
8614000,2.4347567558288574,430700,711,0.09240791201591492,0.8949386402964592
8616000,2.382744789123535,430800,711,0.11896355450153351,0.8428941369056702
8618000,2.4563393592834473,430900,711,0.09954778850078583,0.7965253442525864
8620000,2.4703257083892822,431000,711,0.0021067108027637005,0.9877597335726023
8622000,2.1780452728271484,431100,711,0.030374815687537193,0.951049517840147
8624000,2.4159255027770996,431200,711,0.06366671621799469,0.7823164910078049
8626000,2.2845048904418945,431300,711,0.041418660432100296,0.9612213708460331
8628000,2.4262914657592773,431400,711,0.10111895948648453,0.29744988679885864
8630000,2.4489169120788574,431500,711,0.0035967130679637194,0.9872832242399454
8632000,1.9101970195770264,431600,711,0.05749350041151047,0.9377487078309059
8634000,2.4441120624542236,431700,711,0.014371918514370918,0.9789854660630226
8636000,2.445495843887329,431800,711,0.00389927183277905,0.9975162406917661
8638000,2.073528528213501,431900,711,0.04115412384271622,0.9655302911996841
8640000,2.302607297897339,432000,711,0.038464371114969254,0.8984896764159203
8642000,2.463517665863037,432100,711,0.0010645596776157618,0.9893740545958281
8644000,2.474889039993286,432200,711,0.0008845722186379135,0.9687626678496599
8646000,2.3580546379089355,432300,711,0.11595726013183594,0.843635693192482
8648000,2.4459927082061768,432400,711,0.021618369966745377,0.8811286464333534
8650000,2.4128119945526123,432500,711,0.1341017335653305,0.8914382830262184
8652000,2.448657751083374,432600,711,0.0017156072426587343,0.8949960917234421
8654000,2.263023614883423,432700,711,0.016298111528158188,0.9758875090628862
8656000,1.7242612838745117,432800,711,0.014169765636324883,0.9942286876030266
8658000,2.0319323539733887,432900,711,0.050027478486299515,0.9817545190453529
8660000,2.456566095352173,433000,711,0.1607937514781952,0.33548492193222046
8662000,2.442068099975586,433100,711,0.15346911549568176,0.472933828830719
8664000,2.454627513885498,433200,711,0.0016430619871243834,0.9448998123407364
8666000,2.3625032901763916,433300,711,0.003537197131663561,0.9938075789250433
8668000,2.4468441009521484,433400,711,0.004048397298902273,0.9949261643923819
8670000,2.4677767753601074,433500,711,0.0644061416387558,0.25136440992355347
8672000,2.492401123046875,433600,711,0.0007337041315622628,0.9720113500952721
8674000,2.462001323699951,433700,711,0.081718310713768,0.9112594425678253
8676000,2.4801220893859863,433800,711,0.006391449831426144,0.9516897015273571
8678000,2.4719491004943848,433900,711,0.020240645855665207,0.3889256715774536
8680000,2.451892375946045,434000,711,0.0015757654327899218,0.9987293387530372
8682000,2.478529691696167,434100,711,0.027419721707701683,0.8158635199069977
8684000,2.3797569274902344,434200,711,0.09935002028942108,0.8797539100050926
8686000,2.122014045715332,434300,711,0.02362058497965336,0.9878891203552485
8688000,2.2295124530792236,434400,711,0.05074328929185867,0.9073681235313416
8690000,2.469308376312256,434500,711,0.03303316980600357,0.8706301748752594
8692000,2.464277505874634,434600,711,0.07294049859046936,-0.050105929374694824
8694000,2.4621777534484863,434700,711,0.05150390788912773,-0.18500220775604248
8696000,2.3450140953063965,434800,711,0.09208868443965912,0.8248494416475296
8698000,2.4302945137023926,434900,711,0.05500481650233269,0.9131258428096771
8700000,2.468722105026245,435000,711,0.0953454077243805,0.6562053859233856
8702000,2.135962963104248,435100,711,0.03158392384648323,0.9821452386677265
8704000,2.43152117729187,435200,711,0.0009025909239426255,0.9982472660485655
8706000,2.1208629608154297,435300,711,0.048049211502075195,0.9817983079701662
8708000,2.2044222354888916,435400,711,0.0665794312953949,0.8360423296689987
8710000,2.168473958969116,435500,711,0.6820511817932129,0.17963212728500366
8712000,2.097379207611084,435600,711,0.011562572792172432,0.9878541054204106
8714000,2.4482309818267822,435700,711,0.002728331135585904,0.9822603911161423
8716000,2.14176607131958,435800,711,0.3221244215965271,0.6292020082473755
8718000,2.4578826427459717,435900,711,0.000647281005512923,0.9084602519869804
8720000,2.4594297409057617,436000,711,0.03349138796329498,0.8821534216403961
8722000,2.4630038738250732,436100,711,0.0012911228695884347,0.9549071937799454
8724000,2.4510433673858643,436200,711,0.2038850337266922,0.7644513696432114
8726000,2.455092668533325,436300,711,0.0012331533944234252,0.9988588464912027
8728000,2.435757637023926,436400,711,0.004394344985485077,0.995855649933219
8730000,2.4191224575042725,436500,711,0.0013062201905995607,0.9660164825618267
8732000,2.3103652000427246,436600,711,0.04728369787335396,0.9440292231738567
8734000,2.378345012664795,436700,711,0.013967610895633698,0.9721564445644617
8736000,2.431283473968506,436800,711,0.0023537324741482735,0.9768959674984217
8738000,2.423523426055908,436900,711,0.004767900332808495,0.9951329552568495
8740000,2.3169608116149902,437000,711,0.2810063362121582,0.0577731728553772
8742000,2.475797414779663,437100,711,0.001681390218436718,0.900695912539959
8744000,2.442863941192627,437200,711,0.0020538123790174723,0.9826110322028399
8746000,2.421764373779297,437300,711,0.009140079841017723,0.9784112684428692
8748000,2.2376370429992676,437400,711,0.0014959665713831782,0.9986139697721228
8750000,2.4700870513916016,437500,711,0.0020252405665814877,0.856059804558754
8752000,2.3712172508239746,437600,711,0.16811034083366394,0.4122005105018616
8754000,2.4664905071258545,437700,711,0.15612035989761353,0.308712899684906
8756000,2.161818504333496,437800,711,0.02949192002415657,0.9520032629370689
8758000,2.4596431255340576,437900,711,0.002046342706307769,0.991984536871314
8760000,2.416487216949463,438000,711,0.0025280884001404047,0.9897669292986393
8762000,2.4669723510742188,438100,711,0.004822720307856798,0.8671710342168808
8764000,2.4612319469451904,438200,711,0.010478014126420021,0.9030138179659843
8766000,2.452960968017578,438300,711,0.023398827761411667,0.32852089405059814
8768000,2.460341215133667,438400,711,0.0014135085511952639,0.9826500602066517
8770000,2.4545791149139404,438500,711,0.001611511455848813,0.9984982187161222
8772000,2.460364580154419,438600,711,0.001646972494199872,0.9905748348683119
8774000,2.3960120677948,438700,711,0.005117393098771572,0.9213229715824127
8776000,2.4558098316192627,438800,711,0.002728090388700366,0.2317814826965332
8778000,2.4145562648773193,438900,711,0.1335836946964264,0.6928350925445557
8780000,2.0332601070404053,439000,711,0.14307443797588348,0.8234642744064331
8782000,2.1215763092041016,439100,711,0.006760007701814175,0.9970680514816195
8784000,2.3928587436676025,439200,711,0.13707421720027924,0.8770821839570999
8786000,2.1836185455322266,439300,711,0.04379543662071228,0.9752265214920044
8788000,2.4390931129455566,439400,711,0.007842382416129112,0.9722218830138445
8790000,2.4388344287872314,439500,711,0.009298485703766346,0.9637621901929379
8792000,2.2288289070129395,439600,711,0.19132903218269348,0.8823208138346672
8794000,2.4412739276885986,439700,711,0.14486901462078094,0.6819806098937988
8796000,2.0889058113098145,439800,711,0.16146668791770935,0.8572912067174911
8798000,2.266249179840088,439900,711,0.041905853897333145,0.95700429007411
8800000,2.452098846435547,440000,711,0.0613727942109108,0.8950142040848732
8802000,2.3883864879608154,440100,711,0.004666588269174099,0.9813673477619886
8804000,2.200054883956909,440200,711,0.11817260831594467,0.920159325003624
8806000,2.092707872390747,440300,711,0.04035381227731705,0.9629270732402802
8808000,2.457594394683838,440400,711,0.013669602572917938,0.7775817513465881
8810000,2.1181888580322266,440500,711,0.27403753995895386,0.8511350005865097
8812000,2.39292049407959,440600,711,0.011931871995329857,0.9711751770228148
8814000,2.271976947784424,440700,711,0.22540979087352753,0.6534296274185181
8816000,2.462730646133423,440800,711,0.0010261796414852142,0.9919845247641206
8818000,2.280090808868408,440900,711,0.36627432703971863,-0.016829967498779297
8820000,2.471205472946167,441000,711,0.00041645840974524617,0.9972175173461437
8822000,2.4762332439422607,441100,711,0.041919101029634476,0.3569946885108948
8824000,2.4409661293029785,441200,711,0.08502484858036041,0.6160480976104736
8826000,2.4491612911224365,441300,711,0.002588949166238308,0.9951961571350694
8828000,2.085414409637451,441400,711,0.00246988981962204,0.9994941334007308
8830000,2.0775108337402344,441500,711,0.025997335091233253,0.9884929098188877
8832000,2.080437421798706,441600,711,0.06877308338880539,0.9561656527221203
8834000,2.4865610599517822,441700,711,0.00046328362077474594,0.9892064165323973
8836000,2.468745708465576,441800,711,0.005081280134618282,0.9059996232390404
8838000,2.264721155166626,441900,711,0.1357681155204773,0.8841053247451782
8840000,2.4706835746765137,442000,711,0.001486349618062377,-4.689316272735596
8842000,2.447434663772583,442100,711,0.002583224792033434,0.9785510189831257
8844000,2.4355149269104004,442200,711,0.058169104158878326,0.749600738286972
8846000,2.4796395301818848,442300,711,0.005229617934674025,0.9807523377239704
8848000,2.449650287628174,442400,711,0.0050560785457491875,0.9846367659047246
8850000,2.4197559356689453,442500,711,0.012580156326293945,0.9874277226626873
8852000,2.0813889503479004,442600,711,0.014141285791993141,0.9942463240586221
8854000,2.4494006633758545,442700,711,0.010412512347102165,0.7345431447029114
8856000,2.4719676971435547,442800,711,0.34840646386146545,0.4795271158218384
8858000,2.4562740325927734,442900,711,0.006675494369119406,0.9908322794362903
8860000,2.4030070304870605,443000,711,0.04181118309497833,0.9601259827613831
8862000,2.470989942550659,443100,711,0.0010586456628516316,0.9915942894294858
8864000,2.477074146270752,443200,711,0.23247770965099335,0.15331876277923584
8866000,2.475454330444336,443300,711,0.014814242720603943,0.8711810559034348
8868000,2.4751462936401367,443400,711,0.0011445182608440518,0.9897476378828287
8870000,2.4554858207702637,443500,711,0.06272660195827484,0.8636075109243393
8872000,2.45885968208313,443600,711,0.16018104553222656,0.7785039842128754
8874000,2.4543871879577637,443700,711,0.02421591244637966,0.8978457152843475
8876000,2.182873487472534,443800,711,0.045751262456178665,0.9174023643136024
8878000,2.460552930831909,443900,711,0.0008750250563025475,0.937655858695507
8880000,2.4550201892852783,444000,711,0.0014426655834540725,0.9960317248478532
8882000,2.465040922164917,444100,711,0.0023338645696640015,0.9880818650126457
8884000,2.1284713745117188,444200,711,0.049747638404369354,0.9464706256985664
8886000,2.453092098236084,444300,711,0.0031596713233739138,0.9771809056401253
8888000,2.441901206970215,444400,711,0.0031705885194242,0.9627025537192822
8890000,2.4659345149993896,444500,711,0.0016897690948098898,0.9819015525281429
8892000,2.2578744888305664,444600,711,0.030892271548509598,0.9273219108581543
8894000,2.256274461746216,444700,711,0.0034027178771793842,0.9975079803261906
8896000,2.253278970718384,444800,711,0.036006443202495575,0.9770290683954954
8898000,2.4531686305999756,444900,711,0.11849542707204819,0.3260713219642639
8900000,2.4399077892303467,445000,711,0.005910091567784548,0.9931924506090581
8902000,2.477313995361328,445100,711,0.05879231169819832,0.6070255637168884
8904000,2.4616522789001465,445200,711,0.004419388249516487,0.9889512658119202
8906000,2.4052562713623047,445300,711,0.005591811612248421,0.9949699370190501
8908000,2.0964035987854004,445400,711,0.13908329606056213,0.9194419384002686
8910000,2.1437175273895264,445500,711,0.0121657345443964,0.9853689102455974
8912000,2.46710467338562,445600,711,0.0026500618550926447,0.9830365031957626
8914000,2.411506175994873,445700,711,0.06491706520318985,0.8525441288948059
8916000,2.4493327140808105,445800,711,0.20508940517902374,0.587386280298233
8918000,2.478471279144287,445900,711,0.05908791348338127,0.49636971950531006
8920000,2.447620391845703,446000,711,0.02572547271847725,0.9414997361600399
8922000,2.1190176010131836,446100,711,0.2054864466190338,0.8450992554426193
8924000,2.443551540374756,446200,711,0.051887147128582,0.866073727607727
8926000,2.221060276031494,446300,711,0.05570822209119797,0.8520815968513489
8928000,2.103419542312622,446400,711,0.6320590376853943,0.18413430452346802
8930000,2.4540419578552246,446500,711,0.06638203561306,0.48876839876174927
8932000,2.4563324451446533,446600,711,0.061510711908340454,0.7622817307710648
8934000,2.400925397872925,446700,711,0.007378364913165569,0.9695937596261501
8936000,2.472723960876465,446800,711,0.0029411865398287773,0.9701851140707731
8938000,2.476107597351074,446900,711,0.03214099258184433,0.8485245853662491
8940000,2.479024887084961,447000,711,0.0027467512991279364,0.935656949877739
8942000,2.4834372997283936,447100,711,0.00046982933417893946,0.08475476503372192
8944000,2.46000337600708,447200,711,0.003673023311421275,0.9870263189077377
8946000,2.395172595977783,447300,711,0.07685570418834686,0.8714104741811752
8948000,2.4844322204589844,447400,711,0.0011757423635572195,0.9800852797925472
8950000,2.460817337036133,447500,711,0.08798621594905853,0.8809524700045586
8952000,2.478384494781494,447600,711,0.049098797142505646,0.9384302571415901
8954000,2.4771039485931396,447700,711,0.016944680362939835,0.6120692789554596
8956000,2.473461627960205,447800,711,0.19303564727306366,0.5859076380729675
8958000,2.469508409500122,447900,711,0.03204710781574249,0.6440722346305847
8960000,2.4491591453552246,448000,711,0.0020149219781160355,0.9872831283137202
8962000,2.4274556636810303,448100,711,0.006666773464530706,0.9818276185542345
8964000,2.1981687545776367,448200,711,0.04691491276025772,0.948373906314373
8966000,2.4652912616729736,448300,711,0.2508978247642517,0.2578752040863037
8968000,2.0775582790374756,448400,711,0.04680703952908516,0.9688217230141163
8970000,2.4601573944091797,448500,711,0.07474826276302338,0.8327587842941284
8972000,2.435272216796875,448600,711,0.015100416727364063,0.7683800607919693
8974000,2.117428779602051,448700,711,0.021076932549476624,0.9667348079383373
8976000,2.0959582328796387,448800,711,0.08768448978662491,0.9533158652484417
8978000,2.3961081504821777,448900,711,0.07283714413642883,-0.23620998859405518
8980000,2.39591646194458,449000,711,0.15086379647254944,0.8541433066129684
8982000,2.4644134044647217,449100,711,0.24181585013866425,0.5795136392116547
8984000,2.456653118133545,449200,711,0.01951427571475506,0.9354604706168175
8986000,2.445931911468506,449300,711,0.0014700056053698063,0.9967975991312414
8988000,2.463111400604248,449400,711,0.003647238714620471,0.9866078551858664
8990000,2.4780685901641846,449500,711,0.003256141673773527,0.9810165781527758
8992000,2.357834815979004,449600,711,0.0382390022277832,0.8569364100694656
8994000,2.4742190837860107,449700,711,0.18636426329612732,0.5847336053848267
8996000,2.4720571041107178,449800,711,0.06164395809173584,0.8657025694847107
8998000,2.468815326690674,449900,711,0.005178709514439106,0.969257477670908
9000000,2.4766430854797363,450000,711,0.004716880153864622,0.9319724887609482
9002000,2.446007251739502,450100,711,0.09149052202701569,0.7344568073749542
9004000,2.4700615406036377,450200,711,0.3644639849662781,0.5290269255638123
9006000,2.4610671997070312,450300,711,0.008827468380331993,0.9447290599346161
9008000,2.4724185466766357,450400,711,0.10754599422216415,0.024127542972564697
9010000,2.4236717224121094,450500,711,0.07165143638849258,0.6087998747825623
9012000,2.220247268676758,450600,711,0.024652719497680664,0.9633735679090023
9014000,2.456021547317505,450700,711,0.0021588632371276617,0.9945035008713603
9016000,2.472898006439209,450800,711,0.002323127817362547,0.9803598672151566
9018000,2.4628539085388184,450900,711,0.00596723984926939,0.8706603050231934
9020000,2.4616920948028564,451000,711,0.02993341162800789,0.8928208127617836
9022000,2.461291790008545,451100,711,0.22546632587909698,0.49288666248321533
9024000,2.451432943344116,451200,711,0.10101728141307831,0.906728945672512
9026000,2.4564285278320312,451300,711,0.0004196176305413246,0.9994335391093045
9028000,2.4818801879882812,451400,711,0.8081852197647095,-0.45299971103668213
9030000,2.4530527591705322,451500,711,0.017757948487997055,0.9708968661725521
9032000,2.4693312644958496,451600,711,0.058709513396024704,0.6971747279167175
